"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s2[51,2]",7.955440572955,7.92546235,2.37325173147067,2.35908873123,4.10760985,11.92391175,1.00029168109619,7293.77661479188,2818.6054499907
"s2[52,2]",7.949621540555,7.9375122,2.33723938216239,2.41779450213,4.155164265,11.75120035,1.00131643585826,4513.20794586326,2765.89495365269
"s2[53,2]",7.97147729015,7.99719735,2.30802970684268,2.28195876426,4.163044065,11.73791335,1.00284215166083,6948.32713480474,2781.54153581327
"s2[54,2]",7.96400176884,7.93249075,2.2925410397819,2.27082562434,4.16993359,11.80111125,1.00020318950645,6287.71565023717,3216.52098973825
"s2[55,2]",8.01747600538725,8.06899675,2.39736427384716,2.42508800457,4.101779985,11.9617144,1.0018487145107,8017.41612390764,2633.80894801779
"s2[56,2]",7.96691530890787,7.95453825,2.36153255852219,2.42611492746,4.18813434,11.77907565,1.00144970443932,8008.7893615689,2696.43028925269
"s2[57,2]",7.96778269922775,7.96456465,2.40124641585947,2.40541612647,4.05386661,11.9094107,1.00043227890119,5474.64272078985,2918.64809837691
"s2[58,2]",8.007627869725,8.01288565,2.3217208936972,2.32506869511,4.139145495,11.8716148,0.999940836189355,6473.33515392206,3090.26319430742
"s2[59,2]",7.9677224181625,7.9641957,2.44273099834239,2.45032585959,4.01828161,11.92269405,1.00128945428524,9883.64047659042,2303.22454301322
"s2[60,2]",8.0336985211025,8.0345595,2.40786214673355,2.36481534786,4.03836777,11.95098445,1.00402198131779,5191.32130398424,2959.12242936325
"s2[61,2]",7.99279332377,8.0293466,2.44665558854671,2.37610727424,3.916413435,12.07169375,1.00344300053483,5854.4952100413,2955.47586007427
"s2[62,2]",8.0198293566955,8.07884645,2.35384323241686,2.33916236484,4.1225669,11.8445144,1.00089662743364,9561.26291030832,2867.68608601139
"s2[63,2]",7.9597099164725,7.9754186,2.38566776046587,2.47613733255,4.112263055,11.8906228,1.00014729285099,9621.79122761253,3068.44830897745
"s2[64,2]",7.9640028880885,7.9335811,2.34847961751908,2.39818281759,4.070190075,11.8858603,0.999705286638801,6539.41577318767,2945.54841050569
"s2[65,2]",7.9795691472205,8.0125336,2.42333561999346,2.45746984182,3.94487579,11.94735735,0.999489855842286,5173.15435262086,2814.04559852068
"s2[66,2]",7.94813135729,7.9138431,2.39335707597956,2.35582634406,4.05857617,11.80326425,0.999821879758379,5373.53775277835,2555.01065034876
"s2[67,2]",7.939623638195,7.9521626,2.38339071396309,2.44186844202,4.015028775,11.79091535,1.00006447760972,7988.34193339452,3138.86690749
"s2[68,2]",8.00449478908,8.0214147,2.34887298483396,2.3365294155,4.15776039,11.88309875,1.00129113283282,5468.73206318149,2736.20681455847
"s2[69,2]",7.96223952558725,8.00215945,2.42967733792689,2.42301621933,3.987936055,11.9058157,1.00185952605502,6035.89614118956,2133.83394087484
"s2[70,2]",8.00161343587,8.000808,2.31497922345662,2.3544918558,4.272798275,11.8441719,1.00463091068618,9837.48583673416,3031.00467658719
"s2[71,2]",7.9978981727875,7.98262545,2.35070400012977,2.32466728116,4.15520566,11.90665025,1.00143166367915,5922.68393763863,2484.59412513244
"s2[72,2]",7.90373895397,7.95907535,2.35249235511147,2.36194570143,4.018236305,11.84301785,1.00141676263171,6422.7717286101,2884.71661325634
"s2[73,2]",7.9679224539675,7.95646675,2.40853785350138,2.39977090458,4.02922852,11.9549394,1.0016239727295,6634.81272233688,3021.53531697941
"s2[74,2]",7.9776820254975,7.95980555,2.33187133544932,2.30593248039,4.160177685,11.8749719,1.00279953917178,6826.15490992621,2810.338893286
"s2[75,2]",7.979704603595,8.0101298,2.41929673599134,2.41376316447,4.028296135,11.91574945,1.00005526497695,4978.85745817755,3003.62645211845
"s2[76,2]",7.94385491774173,7.96936655,2.3495181852488,2.36709862599,4.07694546,11.86143225,1.00009032228974,5945.70921189073,2992.11513485874
"s2[77,2]",7.9786826489,8.02269225,2.34688436139097,2.32859365074,4.0524658,11.76368155,1.00205685032228,4101.60930068572,2451.70334968311
"s2[78,2]",7.96068718758,7.9792924,2.41562421803013,2.4009039075,3.953709355,11.976506,1.00052588709417,8365.37217320465,2304.39325446839
"s2[79,2]",7.971657495851,7.9625048,2.41705770777265,2.43965870085,4.03971994,11.91365465,1.00118462026835,7672.501101436,2918.08412108315
"s2[80,2]",8.006258615125,8.03621845,2.37874913803961,2.39521161306,4.042042675,11.90279275,1.00026211576823,7244.71837285037,3389.32007790367
"s2[81,2]",7.9493602612975,7.971724,2.3265996733856,2.43709617501,4.216269735,11.72376135,1.00255283409213,10880.0438326694,2673.3921835713
"s2[82,2]",7.96751981295875,7.9623529,2.35251206272611,2.26888149096,4.15512142,11.8628561,1.00105202397566,5359.10353834805,2920.51424492423
"s2[83,2]",7.98012503396825,7.9437862,2.3776729845548,2.39990359728,4.10194778,11.9128789,1.00028947557039,5870.75353289321,2545.3560024767
"s2[84,2]",7.97546611845825,7.98320845,2.38478582610278,2.42300621178,4.1118181,11.8128444,1.0002247804721,6384.13291722802,2566.81695061711
"s2[85,2]",8.02752010582125,7.9977961,2.42764378534256,2.36635109907,4.09018007,12.00610185,1.00095294609682,7750.75390835676,2796.14660882984
"s2[86,2]",7.9787876173615,7.9611087,2.42232717199959,2.47036052991,3.961389075,11.86263265,1.00184758878922,6679.80563126609,2943.51374071088
"s2[87,2]",7.9487794569725,7.92623125,2.42561606478527,2.40589589583,4.012072465,11.9776667,1.00355023355054,8085.86731078615,2719.67747789285
"s2[88,2]",7.9912527949775,7.99565905,2.38428383333114,2.41186150758,4.09620875,11.79495085,1.00176972007398,7454.95915262432,2988.22342392116
"s2[89,2]",7.95537848758,7.94962535,2.4114080559285,2.42632056408,3.924011305,11.9113377,1.00074170889765,6744.27156721759,2981.35618244143
"s2[90,2]",8.02142928316475,8.03602935,2.40416596028152,2.36166311787,4.169237555,11.9127658,1.00107887815374,7252.98418894962,2695.94876225601
"s2[91,2]",8.0224262179975,8.0280436,2.38816326034368,2.33767346379,4.10120498,12.0871337,1.0022462208482,6291.85594689718,2382.89262100078
"s2[92,2]",7.96232958486225,7.96883585,2.3949836440518,2.34786367011,4.075785525,11.8757499,0.999999258913117,6949.83516168357,3027.77559248315
"s2[93,2]",7.9783349922175,7.9966039,2.36820206349929,2.36065391205,4.082934095,11.8801688,1.0023131589552,7405.57776925124,2859.87875012685
"s2[94,2]",7.98241962166,7.95346195,2.37489384228198,2.34693385752,3.971102915,11.97153895,1.00011612038216,5473.11167640872,2687.49498705765
"s2[95,2]",7.947367886025,7.9394207,2.40210131717195,2.32556321634,3.853668725,11.83831105,1.00028115322384,6994.99362002658,2799.37776809454
"s2[96,2]",7.95483190936,7.9376256,2.39378506879553,2.34985784124,4.029196275,11.94442845,1.00156382691725,10658.1005435217,2899.43792964642
"s2[97,2]",7.990527529187,7.9590341,2.47009730849194,2.49440118543,3.856396495,12.0881793,1.00047349865628,7627.22390395485,2960.82478727246
"s2[98,2]",7.9996290668775,7.98051995,2.43791977727502,2.46693090546,3.97510397,12.05727975,0.999431828860964,11494.6277866792,2585.74374795629
"s2[99,2]",7.9847539777775,7.977579,2.35650712532308,2.35351756521,4.026046665,11.87184495,1.00193353171136,6006.72402920075,2722.28277517882
"s2[100,2]",7.97094113004,7.9694206,2.46437957831248,2.44653225684,3.90220748,11.99098865,1.00059167725408,6751.59971113336,2708.41244992435
"s2[101,2]",7.96600187106875,7.98282555,2.39744697976823,2.3638611465,4.021047065,11.83536505,0.999958067541509,5356.24148540041,2939.55390009373
"s2[102,2]",8.000405515375,8.06778895,2.44388828346389,2.4732162399,3.96064808,11.99643085,1.00051311442634,8698.08800858398,2445.91771374746
"s2[103,2]",7.96869023759,7.99299575,2.37507969808835,2.4017400939,4.05932547,11.836754,1.00158047853697,8555.78887185037,2920.09886717665
"s2[104,2]",7.92628929166,7.93635825,2.35688308601787,2.36504893149,4.112844575,11.83679555,1.0000680691629,4035.16330241113,2679.75194068565
"s2[105,2]",7.9475771271825,7.926096,2.34648801175936,2.29435456047,4.04050748,11.91128215,1.00075107022356,5547.939983963,2616.44833143682
"s2[106,2]",8.0367236996125,8.03323195,2.41598314389875,2.3656714011,4.132606385,12.04901365,1.00169262187319,4679.75395132866,2526.37804071616
"s2[107,2]",7.944284189005,7.93867185,2.36654936558755,2.34057869262,4.06159364,11.82189295,1.00029780032339,8090.27313008652,3081.70625998421
"s2[108,2]",7.96468709602,7.97107265,2.36470174323345,2.30091239679,3.983025255,11.93212125,1.00143401597876,7997.75973966807,2771.46623090091
"s2[109,2]",7.980816790585,7.9652568,2.38065515971046,2.42077163706,4.1822328,11.87324165,1.00060193903542,6435.7971158757,3175.00523168667
"s2[110,2]",7.935696608715,7.8973065,2.33410996473835,2.37617999577,4.129409405,11.75062305,0.999568866282845,5222.22221177565,2819.82032356134
"s2[111,2]",7.972867440327,7.98078875,2.45819466969443,2.44216896504,3.932100075,12.08142355,1.00074370349108,6718.5410266611,2884.46504470213
"s2[112,2]",7.92282524737,7.9407535,2.43836389785421,2.48699115063,3.939795795,11.98458145,1.00180732737701,7315.11812507819,3011.10318951183
"s2[113,2]",6.5573887840655,6.5932583,2.09737000931042,2.1302752926,3.190375195,9.89580695,1.00047650590854,3309.16590521751,2940.13430052207
"s2[114,2]",8.008665726315,7.9678951,2.33197110606697,2.33802839823,4.186253245,11.8638081,1.00432426947056,8739.10835138413,2543.44883866282
"s2[115,2]",7.97944111325,7.9938855,2.30779398850452,2.24785674036,4.3024568,11.7146431,1.00327710633537,9794.80494914782,2810.19699103066
"s2[116,2]",7.977993222605,8.01682285,2.48060100620981,2.4805625229,3.895647235,12.0492214,1.00393538222807,9571.58940924505,2950.50823153753
"s2[117,2]",7.97562391965925,7.97863965,2.38156593243307,2.44775191773,4.136899635,11.92111565,1.00178083323731,4942.23489871163,2493.60799179196
"s2[118,2]",7.9673169210435,7.98016595,2.43058637316308,2.45666041635,4.006758145,11.91987445,1.00232414003891,6954.94026992156,2910.68320430329
"s2[119,2]",7.9507040431325,7.8975703,2.38641480321381,2.43960043467,4.071700965,11.8614312,0.999968898728895,10256.5067287291,2927.72432388976
"s2[120,2]",8.012225148615,8.03003525,2.30220478625011,2.28668892543,4.2327726,11.8074079,1.00238219193642,8545.80921045686,2844.64693816281
