"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s2_raw[1,3]",-0.0907336048835,0.014373235,0.587381446564963,0.546308099589,-1.0951235,0.5641651,2.93881099495724,4.57996866541868,25.4109723817789
"s2_raw[2,3]",-0.0091670339,0.0984148,0.229567784521473,0.06887648103,-0.402258,0.18690075,2.17721444092394,5.2906032592065,28.9573703803982
"s2_raw[3,3]",-0.598296386,-0.5958435,1.00001569191155,1.4893866015,-1.68971,0.46714015,2.60325754483103,4.86131715673029,12.9157867165176
"s2_raw[4,3]",0.41454067,0.4798425,0.877043448938955,1.0271000607,-0.9582589,1.51053,3.27201341249388,4.4884345167159,11.3502219222003
"s2_raw[5,3]",0.503038092,0.6350125,0.713201881491487,0.8585106495,-0.60244325,1.2194105,2.99474406328292,4.55867297348443,11.6124338587972
"s2_raw[6,3]",0.345499807367,0.4024415,0.344863595183234,0.4126172169,-0.2302267,0.74135705,3.01912554708727,4.56406131966367,18.3895602087255
"s2_raw[7,3]",0.3733133458225,0.61085614,1.17889116326426,1.326658441836,-1.4028015,1.56526,3.75113627821035,4.35693311103294,10.9651281917206
"s2_raw[8,3]",0.4342452805,0.85431,0.993656643363883,0.457322796,-1.25745,1.2800205,3.6598778501503,4.37417619655748,11.3767857049923
"s2_raw[9,3]",0.1482188735,0.1102145,0.965408802103616,1.3539258873,-0.893858,1.318331,3.52429571708811,4.40701061728467,11.3586018945952
"s2_raw[10,3]",0.5146126405,0.5823335,0.503758814038407,0.6923690109,-0.2250666,1.05168,2.64641708667838,4.72050966231245,34.4497110073
"s2_raw[11,3]",0.22084452775,0.21583,0.755134759465513,0.797920494,-0.86882515,1.3222365,4.0171584482392,4.31931056551916,11.4438205865145
"s2_raw[12,3]",-0.2826654037,-0.3837824,0.682603216888386,0.78680040096,-1.009944,0.67645505,2.85674698883884,4.62510977194786,13.0385229064494
"s2_raw[13,3]",-0.09821382175,-0.131885,0.662172959001431,0.9195344655,-0.8106757,0.7046687,3.17627864554371,4.51083720607623,14.9991585784829
"s2_raw[14,3]",-0.51344109425,-0.452189,0.302323513761167,0.3517883628,-0.94697775,-0.1717655,3.22930164350478,4.50399083891402,19.9106403306362
"s2_raw[15,3]",0.51625548575,0.522012,0.874944437750475,1.3262272128,-0.4378575,1.4294505,3.75506785494747,4.3544012032463,11.20155762779
"s2_raw[16,3]",-0.0657359265,0.024824,0.699513702515817,0.7582713222,-1.188435,0.808065,3.58187827625422,4.4408560681493,11.1296847979812
"s2_raw[17,3]",-0.54226462075,-0.439501,1.04164724613876,1.3366350648,-1.94068,0.790499,3.26737495885035,4.53456991225284,12.4002781849535
"s2_raw[18,3]",-0.0637206525,-0.2136275,0.968588980988886,0.9446919636,-1.2697205,1.441929,3.89623195257036,4.3390980089548,11.3018353326714
"s2_raw[19,3]",-0.12315407025,-0.1627795,1.05688801060062,1.3823621553,-1.358933,1.2449505,3.60519312355144,4.40412486710225,12.2809079560248
"s2_raw[20,3]",-0.1839846464,0.07418685,0.883281562676205,0.7157125479,-1.6040105,0.7921059,3.13918977521576,4.51889149154092,12.8016215318862
"s2_raw[21,3]",0.56733810725,0.7465645,0.945814626615738,1.0333951803,-0.8655132,1.604174,3.28650145035622,4.4642564669256,11.3578149403156
"s1[1,1]",-15.04411125,-15.0704,0.320868052079276,0.45204474,-15.4149,-14.62309,3.17563377813168,4.49556462043445,11.085281885967
"s1[2,1]",-15.33474875,-15.4712,0.268844115089009,0.0913281600000005,-15.546405,-14.8735,3.21797708339852,4.52279981254976,27.1576525323252
"s1[3,1]",-14.76711135,-14.7745,0.168353312770072,0.237067739999999,-15.015,-14.5643,3.0607721738795,4.53062558088595,24.4452359887622
"s1[4,1]",-16.989844475,-17.0413,0.593380015647828,0.665168490000001,-17.726205,-16.0989,3.40124028033027,4.42464875327091,11.5021716284438
"s1[5,1]",-17.519127575,-17.7829,1.66934956943516,1.99298505,-19.2515,-15.150295,3.20989848169952,4.55950238958133,18.0480450998882
