"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[76",-21.11420148825,10.55921086025,-21.1182345,10.560239,0.184201630094463,0.0931734373032811,0.185243457,0.0932740725000005,-21.40939295,10.4066017,-20.80730665,10.71293905,124.010181294987
"y_fit[77",-21.114171984,10.5592199825,-21.118213,10.560242,0.184202182032411,0.0931730493314866,0.185252352599999,0.0932762964000028,-21.4093837,10.40663385,-20.8072721,10.71292925,124.01038593377
"y_fit[78",-21.1141449535,10.5592283585,-21.1181805,10.5602455,0.184202693674445,0.0931727172171091,0.185244198300001,0.0932785202999998,-21.4093745,10.40665545,-20.8072405,10.7129185,124.010572185069
"y_fit[79",-21.114087818,10.55924600975,-21.118077,10.5602525,0.184203775360062,0.093172000762604,0.1852278897,0.0932748138,-21.40935705,10.40665315,-20.8071734,10.71289675,124.010961687211
"y_fit[80",-21.1140574315,10.559255401,-21.117994,10.5602565,0.184204336687545,0.0931716308413731,0.185135968499998,0.0932577639000009,-21.40934685,10.4066521,-20.80713785,10.7128849,124.011166742463
"y_fit[81",-21.114053897,10.5592564955,-21.117986,10.5602565,0.184204396761505,0.0931715927006863,0.185128555500003,0.0932577639000009,-21.4093458,10.40665125,-20.8071339,10.71288295,124.011190547254
"y_fit[82",-21.1140332315,10.5592628825,-21.1179785,10.5602595,0.184204775866603,0.0931713418651488,0.185138192399998,0.0932570226000001,-21.40933965,10.40665085,-20.8071102,10.71287505,124.011329067014
"y_fit[83",-21.1140173345,10.55926779375,-21.1179665,10.5602615,0.18420509403126,0.0931711517227975,0.185136709800004,0.0932466444000013,-21.40933455,10.4066503,-20.80709145,10.7128691,124.011435381616
"y_fit[84",-21.1139700795,10.559282399,-21.117929,10.5602675,0.184206056001125,0.093170570181261,0.1851300381,0.0932466444,-21.4093192,10.40664875,-20.80703715,10.7128513,124.011749458644
"y_fit[85",-21.11389850275,10.55930450575,-21.1178875,10.5602735,0.184207464995434,0.0931696765016592,0.185221959300002,0.0932599877999979,-21.4092967,10.4066469,-20.80695425,10.7128237,124.012220120016
"y_fit[86",-21.1138192815,10.55932897225,-21.117821,10.560273,0.184209045251281,0.093168721200841,0.1852197354,0.0932740724999992,-21.409267,10.40664435,-20.80686345,10.7127931,124.012733070296
