"X1.lambda.1.";"X2.lambda.1.";"X3.lambda.1.";"X4.lambda.1.";"X1.lambda.2.";"X2.lambda.2.";"X3.lambda.2.";"X4.lambda.2.";"X1.lambda.3.";"X2.lambda.3.";"X3.lambda.3.";"X4.lambda.3.";"X1.lambda.4.";"X2.lambda.4.";"X3.lambda.4.";"X4.lambda.4.";"X1.lambda.5.";"X2.lambda.5.";"X3.lambda.5.";"X4.lambda.5.";"X1.lambda.6.";"X2.lambda.6.";"X3.lambda.6.";"X4.lambda.6.";"X1.lambda.7.";"X2.lambda.7.";"X3.lambda.7.";"X4.lambda.7.";"X1.lambda.8.";"X2.lambda.8.";"X3.lambda.8.";"X4.lambda.8.";"X1.lambda.9.";"X2.lambda.9.";"X3.lambda.9.";"X4.lambda.9.";"X1.lambda.10.";"X2.lambda.10.";"X3.lambda.10.";"X4.lambda.10.";"X1.lambda.11.";"X2.lambda.11.";"X3.lambda.11.";"X4.lambda.11.";"X1.lambda.12.";"X2.lambda.12.";"X3.lambda.12.";"X4.lambda.12.";"X1.lambda.13.";"X2.lambda.13.";"X3.lambda.13.";"X4.lambda.13.";"X1.lambda.14.";"X2.lambda.14.";"X3.lambda.14.";"X4.lambda.14.";"X1.lambda.15.";"X2.lambda.15.";"X3.lambda.15.";"X4.lambda.15.";"X1.lambda.16.";"X2.lambda.16.";"X3.lambda.16.";"X4.lambda.16.";"X1.lambda.17.";"X2.lambda.17.";"X3.lambda.17.";"X4.lambda.17.";"X1.lambda.18.";"X2.lambda.18.";"X3.lambda.18.";"X4.lambda.18.";"X1.lambda.19.";"X2.lambda.19.";"X3.lambda.19.";"X4.lambda.19.";"X1.lambda.20.";"X2.lambda.20.";"X3.lambda.20.";"X4.lambda.20.";"X1.lambda.21.";"X2.lambda.21.";"X3.lambda.21.";"X4.lambda.21."
0,0275704;0,0252351;0,0265758;0,027832;0,0253218;0,0264657;0,0279359;0,0264837;0,0267596;0,0271927;0,0288411;0,0264977;0,0198318;0,0197608;0,0190295;0,0185122;0,0187821;0,0197783;0,0186302;0,0171323;0,0194528;0,0181682;0,0183181;0,0182842;0,0106266;0,012212;0,00951954;0,0101295;0,0102822;0,0102746;0,010292;0,0116823;0,0107318;0,0118337;0,00936609;0,0094243;0,00279728;0,00349947;0,00371798;0,00287689;0,00412474;0,00495804;0,00618559;0,00358298;0,00495476;0,0047377;0,00394613;0,00426881;0,00889727;0,00879792;0,00854443;0,0073358;0,0086523;0,010702;0,00837347;0,00980833;0,0084015;0,0100446;0,00985155;0,0093052;0,0157757;0,0158552;0,0133403;0,0144165;0,0138278;0,0139512;0,0133358;0,0132008;0,015301;0,0126543;0,0124364;0,0151397;0,0166233;0,0154288;0,0136835;0,0136367;0,0140155;0,0144526;0,0142007;0,0143362;0,0136244;0,0153543;0,0135418;0,0135046
0,0272447;0,028627;0,0259575;0,0257888;0,0268927;0,0264889;0,0275658;0,0285893;0,0270397;0,0263504;0,0270353;0,0262517;0,019417;0,0185069;0,0187259;0,019576;0,0177593;0,018154;0,0179988;0,0186807;0,0193823;0,0195865;0,0174602;0,0199185;0,0104558;0,0095269;0,0100484;0,0107565;0,0118913;0,0110692;0,00927341;0,0107742;0,00911668;0,0100373;0,00889596;0,01113;0,00262395;0,00413062;0,00399116;0,00449936;0,00351525;0,00332286;0,00481533;0,00449548;0,00341459;0,00252683;0,00473859;0,00608894;0,00918064;0,00991911;0,00852662;0,00999073;0,0103002;0,00780229;0,00867397;0,0091188;0,0085564;0,00840315;0,00861489;0,00799517;0,0121297;0,0123839;0,013862;0,013592;0,0134556;0,014469;0,013404;0,0138917;0,0153662;0,0144914;0,0137696;0,0162613;0,0131345;0,0131636;0,0136319;0,0131788;0,0144366;0,0136924;0,0145303;0,013723;0,0144033;0,0129051;0,0141754;0,0173935
0,0282778;0,0257524;0,0301898;0,0266905;0,0287048;0,0262575;0,0281235;0,0262665;0,0246883;0,0288453;0,0262478;0,0271983;0,018961;0,0198109;0,018155;0,0209188;0,0189596;0,0196449;0,0189138;0,0184866;0,0170407;0,0191854;0,0199776;0,0166281;0,0123347;0,0109421;0,0112586;0,0112315;0,0100495;0,00933779;0,0112227;0,00960167;0,00953036;0,0110257;0,0111548;0,0129404;0,00485349;0,00384118;0,00470416;0,00365988;0,00462823;0,00294967;0,00275476;0,00424674;0,00334203;0,00376151;0,00241705;0,0030853;0,00707756;0,00932736;0,00933978;0,00868064;0,0103453;0,0082993;0,00842479;0,0102272;0,00793911;0,0109126;0,00955823;0,00933672;0,0169533;0,0130171;0,0133992;0,0162907;0,0130103;0,013759;0,0140441;0,0158424;0,0156448;0,0152456;0,0141935;0,0149927;0,0129094;0,0160906;0,0114947;0,0142612;0,0130635;0,0145373;0,0137466;0,0137;0,014493;0,0153735;0,0143651;0,0134725
0,0258687;0,0261145;0,0264135;0,0283474;0,0250496;0,0277875;0,027965;0,0275877;0,0276505;0,0270552;0,0273397;0,024926;0,0191472;0,0184797;0,0173039;0,0200699;0,0189298;0,0201399;0,019148;0,0174895;0,0215789;0,0170182;0,0199897;0,0173823;0,0108653;0,0131684;0,0119454;0,0113955;0,0119391;0,0099657;0,0114792;0,013258;0,0110433;0,0105808;0,0113126;0,0132742;0,00239704;0,00302556;0,00515734;0,00441854;0,00358585;0,00314975;0,00591064;0,0045148;0,00327859;0,00360773;0,00239515;0,00620691;0,00991462;0,00930727;0,0084475;0,00961123;0,00873949;0,00833793;0,00737363;0,00834355;0,00999701;0,00904957;0,00888809;0,00707064;0,0127446;0,0149356;0,0130615;0,0156328;0,0138792;0,0128592;0,0139704;0,0140153;0,0130293;0,0139844;0,0120196;0,0144994;0,0133627;0,0127868;0,0138687;0,014446;0,0134307;0,0138412;0,0129579;0,0133561;0,0136528;0,0143844;0,0144082;0,0134629
0,0250191;0,0287948;0,025449;0,0281062;0,0267714;0,0288522;0,0271114;0,0294325;0,0254495;0,0291604;0,0268072;0,026411;0,0179216;0,0194893;0,0174034;0,0191044;0,020103;0,0193964;0,0200527;0,0180693;0,0186145;0,0182155;0,0185603;0,0179275;0,0108701;0,011839;0,0111578;0,0121445;0,00989248;0,0103002;0,010694;0,0122784;0,0109695;0,0134852;0,0112781;0,00968218;0,00395794;0,00421052;0,00439728;0,00412992;0,00164753;0,00452491;0,0038859;0,00330633;0,00432641;0,00445548;0,00368112;0,00219246;0,00925008;0,00876882;0,00836616;0,00885789;0,00893848;0,0115778;0,00690461;0,0084619;0,0109131;0,00877638;0,00896501;0,0079702;0,0144669;0,0145965;0,0135485;0,0153887;0,0136085;0,0134631;0,0147445;0,0142208;0,0137123;0,0146439;0,0141905;0,015515;0,0128328;0,0137079;0,0134896;0,0141732;0,0137705;0,0156385;0,0140972;0,0139299;0,014033;0,013919;0,013175;0,0132674
0,0274547;0,0276906;0,027185;0,0282612;0,0262977;0,026657;0,0271808;0,0269186;0,0277326;0,0266893;0,0266464;0,0265455;0,0190475;0,0188522;0,020021;0,0185478;0,0194507;0,0182428;0,0189725;0,0190446;0,0169427;0,0200378;0,0207378;0,0197847;0,0108002;0,0113793;0,00915133;0,0117158;0,00910623;0,0119622;0,0110927;0,0103138;0,010239;0,0118811;0,0118666;0,0106192;0,00354909;0,00332351;0,00396237;0,00438044;0,00443167;0,00324276;0,00635951;0,00446708;0,00245292;0,00271584;0,00324367;0,00581421;0,008269;0,0108985;0,00797157;0,00861313;0,00938461;0,0101977;0,00948139;0,0094391;0,0082376;0,011175;0,00797249;0,00811332;0,0140379;0,0139448;0,0136163;0,014808;0,0139502;0,0135674;0,0159584;0,0115418;0,0147949;0,0149617;0,0145531;0,0127622;0,013774;0,0141381;0,0148414;0,0149272;0,0141597;0,0146787;0,0134388;0,0153866;0,0143575;0,0136522;0,0136796;0,0153434
0,0272783;0,0282483;0,0282936;0,0279185;0,0270281;0,026882;0,0275399;0,0267489;0,0264002;0,0277534;0,0268315;0,0259135;0,0187456;0,0191325;0,020416;0,0184429;0,0195862;0,0186493;0,0179114;0,0178868;0,0169498;0,0178109;0,0200493;0,0192188;0,00986579;0,00953633;0,00968081;0,0106932;0,00962752;0,0101428;0,0113594;0,0108911;0,0103237;0,0125812;0,0108108;0,0112056;0,00473991;0,00360605;0,00349615;0,00473951;0,00331332;0,00346696;0,00439929;0,00405628;0,00280049;0,00462161;0,00252481;0,00491607;0,00822616;0,00920944;0,00728171;0,00999435;0,0091757;0,00861785;0,00911478;0,00980351;0,00839077;0,0107881;0,00777484;0,00886473;0,0133705;0,0135803;0,0120354;0,0143579;0,0137625;0,014638;0,0148091;0,0133103;0,0146813;0,014992;0,0154212;0,0140603;0,013688;0,0142871;0,0131085;0,0163299;0,014897;0,0161212;0,0130415;0,0150925;0,0148167;0,013398;0,0137445;0,0145811
0,0250024;0,026108;0,0261711;0,0260299;0,0274122;0,0274167;0,0266897;0,0268644;0,0258765;0,0266215;0,0247927;0,0290978;0,0187712;0,0182009;0,0181225;0,0202264;0,0185915;0,0175827;0,0195527;0,0185049;0,0197538;0,0201478;0,0198898;0,0184072;0,00935326;0,0105527;0,00976246;0,010976;0,0100492;0,0107893;0,011254;0,0115178;0,00997923;0,0117385;0,011946;0,0130128;0,00518051;0,00346404;0,00379432;0,0032603;0,00465559;0,00565729;0,00361178;0,00494525;0,00352831;0,00295758;0,00332595;0,00264317;0,00836677;0,00978065;0,00839177;0,00887962;0,00969844;0,00867376;0,00715681;0,00922376;0,0092728;0,010557;0,00820385;0,00750765;0,0137848;0,0139338;0,0153191;0,0146522;0,0129369;0,0125893;0,0145518;0,014167;0,0148185;0,0161677;0,0141001;0,0156565;0,0116432;0,0149198;0,0140472;0,0131429;0,0121903;0,0131362;0,0141828;0,0115871;0,0149512;0,0145033;0,0137641;0,014126
0,0269474;0,0257847;0,0269149;0,0271261;0,0278456;0,0271456;0,0268125;0,0286557;0,0252151;0,0271847;0,0282689;0,0246479;0,019393;0,020743;0,0193912;0,0195658;0,0190545;0,019158;0,019654;0,0206115;0,0197496;0,0183993;0,0181079;0,0200768;0,00948896;0,0108438;0,0123477;0,013344;0,0113955;0,0122103;0,0110395;0,0125573;0,0131319;0,0109205;0,0104189;0,0101876;0,00653826;0,00375812;0,00344829;0,00486951;0,00374435;0,00430433;0,00445548;0,00461753;0,00196468;0,00403767;0,00325812;0,00267898;0,00719507;0,00815161;0,00834853;0,0089573;0,00812068;0,00870972;0,00853115;0,00980445;0,00906545;0,00901739;0,00940901;0,011312;0,0151082;0,0139459;0,013202;0,0129488;0,0138726;0,0140603;0,0135441;0,0139412;0,013607;0,0152255;0,0146899;0,0127574;0,0133131;0,0143656;0,0151979;0,0146281;0,0110463;0,013596;0,0138724;0,0142755;0,0141014;0,0131314;0,0138435;0,0130237
0,0284591;0,0252211;0,0265238;0,0283066;0,0256224;0,0258484;0,0278325;0,027978;0,0289679;0,0272898;0,0266178;0,0258623;0,0185106;0,0195232;0,0185561;0,0196234;0,0196713;0,0197352;0,0195306;0,0182621;0,0196903;0,0183482;0,0182565;0,0182904;0,0121292;0,0118269;0,0095225;0,0110151;0,0107084;0,0105736;0,0108623;0,00954153;0,0108438;0,0130912;0,0103436;0,012071;0,00226342;0,0042661;0,00289756;0,00418598;0,00566048;0,00423239;0,00249927;0,00408373;0,00483803;0,0046499;0,00404765;0,00400096;0,00810628;0,00742259;0,00875245;0,0097982;0,00890444;0,0105814;0,00831925;0,00750182;0,00944013;0,00740605;0,00848317;0,00836919;0,0146257;0,013098;0,0149751;0,0138736;0,0133771;0,0159459;0,0152532;0,0142252;0,0153621;0,0138747;0,0134502;0,0137915;0,0147635;0,0141411;0,0133604;0,01437;0,0145429;0,0139553;0,0122554;0,0134066;0,0147422;0,0149411;0,0144148;0,0154241
0,0271442;0,0263846;0,0292605;0,0244481;0,0261705;0,0249912;0,0264565;0,0261273;0,0273229;0,0280678;0,0267958;0,0274811;0,0199135;0,0188935;0,020121;0,0200988;0,0171685;0,0176857;0,0192973;0,0194402;0,0185482;0,0189902;0,0197462;0,0201016;0,0112327;0,0120772;0,0101522;0,0109215;0,0119103;0,0111301;0,0099063;0,0102434;0,0101731;0,0120126;0,0115114;0,0099457;0,00494358;0,00568197;0,00288355;0,00451841;0,00267519;0,00546851;0,00445992;0,00243317;0,00273175;0,0047861;0,00388411;0,0038026;0,00956986;0,00913634;0,00825383;0,0095401;0,00911561;0,00923751;0,00920751;0,00975563;0,00878012;0,00859076;0,0087284;0,0102316;0,0157167;0,0131925;0,0132283;0,013136;0,015372;0,0139603;0,0146965;0,0156005;0,0148224;0,0128259;0,0152859;0,015277;0,0144842;0,0141572;0,0147302;0,0121048;0,0137242;0,0138215;0,0147649;0,0139901;0,0146808;0,0151642;0,0148172;0,0154142
0,0277907;0,0270225;0,0287795;0,0250532;0,0260305;0,0259806;0,0266017;0,0267534;0,0265032;0,0266032;0,0270195;0,0268858;0,0189731;0,0199067;0,0188997;0,0196421;0,0198898;0,0198796;0,0168741;0,0192541;0,0183188;0,0197725;0,0205049;0,0175795;0,0116266;0,0115608;0,0100979;0,0115249;0,0128748;0,0107193;0,0103631;0,0114095;0,00998648;0,0106905;0,0110519;0,0101258;0,0033664;0,00342805;0,00182115;0,00683762;0,00524583;0,00368821;0,0038751;0,00396609;0,00354997;0,00270343;0,00290122;0,00342911;0,00807419;0,00841458;0,00850979;0,00795529;0,00834207;0,00818842;0,0104001;0,0078375;0,00826058;0,00810629;0,00846816;0,0093274;0,0138622;0,0123583;0,0127641;0,0144117;0,015037;0,0138735;0,0156888;0,0134068;0,0147062;0,0123883;0,0143799;0,015343;0,0149825;0,0153829;0,0145264;0,0134422;0,0143558;0,0140819;0,0163837;0,0134292;0,0132737;0,0131855;0,0145449;0,0125217
0,0267092;0,0266165;0,0278342;0,026661;0,025671;0,0281797;0,0266426;0,025934;0,0264933;0,027558;0,0260009;0,0262395;0,0189697;0,0189192;0,019541;0,0198579;0,0184641;0,0183537;0,0194514;0,0199286;0,0194281;0,0181539;0,0191668;0,0198714;0,0107197;0,0110514;0,0103707;0,0119285;0,0122903;0,0126466;0,0123886;0,0115211;0,0107143;0,010694;0,0106552;0,0106247;0,00334147;0,00446478;0,00307403;0,00373783;0,00575028;0,00447659;0,0038156;0,00441149;0,00357149;0,00596678;0,00500785;0,00308736;0,00829443;0,00907138;0,00814718;0,00929586;0,00765061;0,00951722;0,00699772;0,00681532;0,00970907;0,00957167;0,00958697;0,00972627;0,0133872;0,0147356;0,0141695;0,0155538;0,0156079;0,0141876;0,0152177;0,0136433;0,0147424;0,0144141;0,015202;0,0147023;0,0140382;0,0126073;0,0153329;0,0143618;0,0134727;0,0137152;0,0138463;0,0150241;0,0139411;0,0138632;0,0149769;0,0119561
0,0267621;0,0275064;0,027134;0,0268899;0,026928;0,0279896;0,028183;0,0267021;0,0255004;0,0259509;0,0247772;0,0262457;0,0189064;0,0191184;0,0198063;0,0177362;0,0200447;0,0180224;0,0180053;0,0206201;0,0187912;0,0199002;0,018081;0,0196025;0,0117434;0,0104691;0,0115677;0,0118637;0,0117855;0,0125433;0,00975117;0,0107629;0,0106648;0,0101607;0,0113693;0,0105654;0,00415338;0,00445547;0,00372252;0,00397073;0,00490448;0,00480466;0,00288483;0,00500202;0,00506049;0,00406674;0,00291063;0,00320573;0,00783065;0,00948968;0,007429;0,0100698;0,00750449;0,00944033;0,00835235;0,00765444;0,00867728;0,00870956;0,0088256;0,0093405;0,0135968;0,0139569;0,0126127;0,0144404;0,0147406;0,0143661;0,0129425;0,0124982;0,0151724;0,0137336;0,0150067;0,0145183;0,0150855;0,0137919;0,0136633;0,0148139;0,0127053;0,0142896;0,0135589;0,0145884;0,013157;0,0145747;0,0145654;0,0125353
0,0281902;0,027133;0,0261774;0,0273162;0,027916;0,0274903;0,026916;0,0269401;0,0258694;0,0256969;0,026712;0,0248227;0,0188105;0,0193964;0,0194702;0,0170204;0,0188165;0,0188699;0,0186841;0,0200948;0,0188484;0,0217748;0,0186127;0,019201;0,0123691;0,010016;0,0102598;0,0119458;0,0119624;0,0121901;0,0108474;0,0106728;0,0105594;0,00908159;0,0098592;0,0100352;0,00425725;0,00356729;0,00419537;0,00357238;0,00499733;0,00456891;0,0032813;0,00593103;0,00392796;0,00416712;0,00229488;0,00394403;0,00858754;0,0102197;0,00912067;0,010371;0,00802302;0,00893365;0,00805575;0,00855762;0,0084908;0,00851868;0,00632315;0,00881462;0,0133841;0,0135026;0,0131626;0,013712;0,0149484;0,0149486;0,014239;0,0127057;0,0141546;0,0124731;0,0143346;0,0150347;0,0151367;0,0135958;0,0144951;0,0148571;0,0132079;0,0127959;0,0122411;0,0149005;0,0119769;0,0148602;0,0134336;0,0139686
0,0271151;0,0273129;0,0265721;0,0267718;0,0249054;0,026974;0,0283394;0,0273383;0,0258105;0,0282205;0,0277488;0,0281163;0,0201974;0,0180821;0,0196762;0,0202022;0,0184431;0,0205013;0,017861;0,0170502;0,0182599;0,017757;0,0199942;0,0181283;0,0108548;0,0108767;0,00969897;0,0106032;0,00985577;0,00989451;0,0112317;0,010497;0,0119857;0,0120594;0,0102776;0,0111911;0,00498251;0,00331171;0,00485537;0,00441687;0,00347427;0,00626887;0,00426024;0,00224352;0,00505839;0,00427222;0,0036162;0,00394258;0,00919468;0,0103864;0,00939397;0,00777511;0,00867404;0,010188;0,00924208;0,00917685;0,00941955;0,00797403;0,00914007;0,00833725;0,013076;0,013525;0,0144134;0,0142569;0,0143754;0,0142093;0,0139427;0,014548;0,0144127;0,0141162;0,014635;0,0135759;0,0127193;0,0163556;0,0147125;0,013712;0,013122;0,0146775;0,0141213;0,0129401;0,0136754;0,0142714;0,0127923;0,0142133
0,0259849;0,0266813;0,0271198;0,0281946;0,0289647;0,0277439;0,0254092;0,0270983;0,0281063;0,0286309;0,0261607;0,0264706;0,0182452;0,0195603;0,0180452;0,0197288;0,0175963;0,0196272;0,0208983;0,0165959;0,0200858;0,0202456;0,0191538;0,0186451;0,0101298;0,0122213;0,0130219;0,0103286;0,0106699;0,0111073;0,0110673;0,00964676;0,0101145;0,0119137;0,0116803;0,0112026;0,00400444;0,00402248;0,00262669;0,0047604;0,00416056;0,00346516;0,00366701;0,00353415;0,00224444;0,00205298;0,00408651;0,00517365;0,00879076;0,0102861;0,00776553;0,00763779;0,00947684;0,00893285;0,00798303;0,00969243;0,0073686;0,00901146;0,00812964;0,0102914;0,016037;0,016057;0,013053;0,0125428;0,0143979;0,0130039;0,0135611;0,0116317;0,014451;0,0142275;0,0148989;0,0133598;0,0143442;0,0139302;0,0132683;0,0140964;0,0151269;0,0132719;0,0139134;0,0132399;0,0148619;0,012695;0,015374;0,0124281
0,0263495;0,0275992;0,0266747;0,027413;0,0265726;0,0253737;0,0279586;0,0265345;0,02719;0,025938;0,0275448;0,0275016;0,0197719;0,0197005;0,020144;0,0207971;0,0187269;0,0199166;0,0204572;0,0195187;0,019109;0,0179432;0,0183723;0,0195046;0,0111614;0,00939635;0,00960484;0,0103796;0,0107144;0,0111262;0,0110405;0,0115188;0,00959512;0,0116572;0,00963181;0,0112256;0,0031746;0,00359392;0,00338354;0,00341059;0,00544649;0,00440674;0,00392122;0,00554657;0,00358172;0,00369192;0,00423405;0,00321415;0,00860005;0,0088482;0,00825093;0,0100496;0,00985387;0,0082136;0,00947364;0,00963601;0,00944784;0,0100421;0,00853493;0,00906241;0,0133107;0,0142074;0,0144012;0,0135387;0,0133661;0,0141708;0,015581;0,0149055;0,0131203;0,0140803;0,0158559;0,0145759;0,0128469;0,0141833;0,0128823;0,0139845;0,0150001;0,0132814;0,0148507;0,0139008;0,0115176;0,0136727;0,0136541;0,0143681
0,0271574;0,0276358;0,0269723;0,0274185;0,025223;0,0267072;0,0261751;0,0264021;0,0267289;0,0264642;0,0274142;0,0261984;0,0189936;0,0186354;0,0188826;0,0193759;0,0207603;0,0190768;0,0177184;0,018515;0,0191599;0,018733;0,0188785;0,0189117;0,0105118;0,00944015;0,0103335;0,0104906;0,0127526;0,0103039;0,00945935;0,0108572;0,0109157;0,011944;0,0110543;0,00998342;0,00321044;0,00416249;0,00394388;0,00691189;0,00392244;0,00711853;0,00308069;0,00341037;0,00349047;0,00368927;0,00724417;0,00470816;0,00773142;0,00965318;0,00973459;0,00794102;0,00861673;0,00855664;0,00973665;0,00676534;0,00828564;0,0103895;0,00773555;0,00897764;0,0149856;0,0138767;0,0133403;0,014328;0,01288;0,0145188;0,0160336;0,0137047;0,0137802;0,0150028;0,0144512;0,015508;0,0141367;0,0136137;0,0130673;0,0114992;0,0152025;0,0146896;0,0138744;0,0157843;0,0134918;0,0131459;0,0127126;0,0151057
0,0247272;0,0267467;0,0278755;0,0260004;0,0263901;0,0269044;0,0263669;0,0248598;0,0274071;0,0272929;0,0266808;0,0260967;0,0211744;0,02063;0,0200828;0,0167211;0,0185483;0,0182461;0,0181226;0,0168472;0,0176187;0,0192201;0,0196658;0,0199987;0,0115393;0,0123853;0,0117944;0,00891373;0,0105098;0,0116704;0,0108713;0,00970306;0,00981077;0,00955092;0,00951365;0,00961742;0,00493511;0,00334503;0,00318952;0,00377803;0,00437759;0,00254201;0,00317407;0,00540164;0,00291281;0,00355576;0,00446935;0,0027053;0,00837053;0,00844589;0,00814159;0,00893705;0,00863632;0,00886704;0,00957815;0,00970498;0,00895397;0,00848353;0,0093194;0,0100074;0,0139516;0,0146779;0,016087;0,0145646;0,0129881;0,0131291;0,0158927;0,0127575;0,0146862;0,01271;0,0171246;0,0142785;0,0128872;0,0144374;0,0134371;0,012642;0,0125749;0,0129934;0,0141443;0,0126876;0,0130259;0,0140571;0,0156128;0,0128893
0,0279663;0,0290142;0,0264861;0,0264382;0,0269681;0,0270201;0,0251157;0,0257913;0,0270084;0,0258651;0,0272063;0,0255895;0,0178333;0,0184504;0,0190018;0,0181623;0,019636;0,0191991;0,0188309;0,0170523;0,0191644;0,0162758;0,020251;0,0198034;0,0098192;0,0117451;0,0102243;0,00898512;0,0125408;0,012855;0,0116272;0,00983173;0,0110348;0,012666;0,0086881;0,0094028;0,00504775;0,00292471;0,00384935;0,00367777;0,00493906;0,00314737;0,0055474;0,00464799;0,00405151;0,00385887;0,00351093;0,00302484;0,00945306;0,00829463;0,00839514;0,00986685;0,00813228;0,0105476;0,00820973;0,0095589;0,00958728;0,00759857;0,0095722;0,0094925;0,0130716;0,0150677;0,0132547;0,013486;0,0142413;0,0147016;0,0138425;0,0130095;0,0144674;0,0137208;0,0172388;0,0137183;0,0139618;0,0151635;0,0139478;0,0126747;0,0135805;0,0137523;0,0147473;0,0130769;0,0155975;0,0159773;0,0138342;0,0138416
0,0283942;0,0268665;0,0266217;0,0263965;0,0264686;0,0267449;0,0258957;0,0270475;0,0264185;0,0282165;0,0264103;0,0277612;0,0190623;0,0180616;0,0191736;0,0179994;0,0188068;0,0187873;0,0176892;0,0183835;0,0177902;0,0192579;0,0174691;0,0182468;0,00838286;0,0128299;0,0111566;0,0106076;0,010439;0,00902931;0,0103028;0,0104953;0,011057;0,00977732;0,0109338;0,0112757;0,00348791;0,00566684;0,00250706;0,00450785;0,00451423;0,00477357;0,00449727;0,00567301;0,00252944;0,00337104;0,00411005;0,00420338;0,00938412;0,00822843;0,00909529;0,010059;0,00719409;0,010259;0,00747005;0,00946324;0,00893383;0,00918786;0,00977675;0,00842473;0,0139118;0,0137169;0,0145587;0,0130484;0,0150718;0,0150683;0,0133678;0,0145815;0,0138926;0,0124443;0,0142353;0,0142562;0,0131707;0,0132444;0,0132011;0,0166895;0,0142984;0,0135848;0,0127031;0,0153766;0,0149142;0,0122357;0,0142606;0,0136113
0,0275908;0,0277725;0,0269043;0,0266565;0,0279501;0,0272533;0,0281858;0,0261495;0,025494;0,0278677;0,0260263;0,0272193;0,0209564;0,0178049;0,0194;0,0189479;0,0184457;0,0188424;0,0181603;0,0177028;0,0203717;0,0190634;0,019491;0,0181159;0,0127784;0,0127121;0,0101184;0,0115925;0,0114092;0,0112993;0,0117595;0,0109637;0,0111778;0,0100729;0,0119221;0,0116297;0,00461293;0,00375219;0,00387478;0,00484273;0,00319647;0,00414395;0,00455747;0,00573524;0,00398496;0,00361321;0,00401718;0,00352607;0,0091725;0,00765061;0,00903486;0,0104253;0,00957766;0,00971025;0,00967233;0,00807316;0,00976089;0,0102191;0,00758947;0,00914088;0,013219;0,0154;0,0120879;0,0141084;0,0140849;0,0137347;0,0145712;0,013632;0,0148826;0,0145926;0,0147842;0,0136682;0,0127081;0,0154022;0,0150351;0,0129286;0,014983;0,0127473;0,0155484;0,0127243;0,0152821;0,0131935;0,0129228;0,0152309
0,0283224;0,026403;0,027502;0,028456;0,0256088;0,0274488;0,0269843;0,0271234;0,0279975;0,0277928;0,0264754;0,0263567;0,0199408;0,0178753;0,0186494;0,0196791;0,0181783;0,019029;0,0181154;0,0166423;0,0187438;0,0176398;0,020747;0,0189936;0,0109157;0,0105129;0,0111511;0,0124432;0,0107641;0,0112906;0,0100601;0,0123036;0,0111931;0,0104793;0,0120495;0,0130702;0,00478146;0,00324896;0,00450395;0,00254191;0,00382984;0,00525423;0,00455195;0,00454439;0,00292845;0,00283706;0,0022012;0,00480864;0,00845983;0,00851279;0,0101675;0,0104909;0,00848346;0,00893044;0,00792568;0,00795059;0,00908085;0,00905275;0,00823564;0,00866673;0,0138057;0,0134287;0,0133565;0,0144753;0,012676;0,0141247;0,0142697;0,0145167;0,0148435;0,0163318;0,0150322;0,0134912;0,0144999;0,0134795;0,014674;0,0135398;0,013819;0,0138757;0,0143201;0,0131682;0,014478;0,0135299;0,0124567;0,0152675
0,0278045;0,0272441;0,027029;0,0278263;0,026946;0,0267758;0,0265044;0,0271307;0,0269922;0,0271327;0,0264854;0,0259366;0,0197729;0,0190218;0,0180945;0,0175023;0,0206162;0,0204521;0,0175294;0,0190626;0,0187237;0,018498;0,0178497;0,0194038;0,0110556;0,0107946;0,0115719;0,0137307;0,0112774;0,0106311;0,0135685;0,0127015;0,0101156;0,0105632;0,0113337;0,0100154;0,00431372;0,00534299;0,00514175;0,00311913;0,00502311;0,00479783;0,00351781;0,00270606;0,00365841;0,00248321;0,00280991;0,00293865;0,00929605;0,00972193;0,00823398;0,00845925;0,00970874;0,00870968;0,00887189;0,0104746;0,00831134;0,00846628;0,0103419;0,00885498;0,0145885;0,012957;0,0124193;0,0142404;0,0143309;0,0124529;0,0163871;0,0135052;0,0141721;0,0144915;0,0155228;0,0137233;0,0148113;0,01422;0,0158664;0,0136712;0,0133173;0,0124929;0,0153108;0,0150847;0,0145315;0,0128564;0,0130187;0,0128198
0,0255145;0,0271999;0,0276127;0,0276482;0,0266098;0,0276655;0,0262157;0,0263874;0,0249718;0,0277807;0,0272391;0,0260699;0,0195828;0,0193369;0,01828;0,0192297;0,019741;0,0178466;0,0190213;0,0193909;0,0200793;0,0201188;0,0184592;0,0195999;0,0108355;0,0110752;0,0111389;0,00973578;0,0106988;0,00993132;0,0117122;0,011308;0,0127558;0,00990434;0,0107299;0,0100809;0,00429533;0,00310235;0,00518374;0,00391273;0,00324528;0,00400491;0,00533989;0,00365979;0,00268522;0,00257945;0,00419843;0,00298274;0,00905022;0,00991547;0,00953311;0,00976658;0,00942917;0,00686997;0,007575;0,0105115;0,00984744;0,00843239;0,00818962;0,0106476;0,0131568;0,014388;0,0146936;0,0129267;0,0142112;0,0130064;0,0142552;0,012272;0,0145489;0,0133602;0,0131699;0,0160909;0,0143007;0,0128522;0,0155307;0,0139477;0,0136697;0,0142698;0,0132413;0,0157521;0,0140283;0,0138593;0,0121828;0,0134053
